CompoundID,Gene Target,pIC50
CM-2262805,MAP2K3,5.394
CM-2262805,Rock1,6.333
CM-2262805,STK16,5.963
CM-2262805,Abl,5.502
CM-2262805,ACVR1,5.329
CM-2262805,Akt1,5.39
CM-2262805,ALK,5.321
CM-2262805,Aurora1,5.889
CM-2262805,Aurora2,6.255
CM-2262805,BTK,5.228
CM-2262805,CAMK1D,6.226
CM-2262805,CAMK2A,5.44
CM-2262805,CAMKK2,5.305
CM-2262805,CDK8/Cyclin C,6.623
CM-2262805,Ck1alpha1,5.338
CM-2262805,CLK2,6.178
CM-2262805,DDR1,5.283
CM-2262805,Dyrk1A,5.291
CM-2262805,EGFR,5.348
CM-2262805,Erk2,5.273
CM-2262805,FAK,5.271
CM-2262805,Flt1,5.476
CM-2262805,Fyn,5.253
CM-2262805,GRK5,5.252
CM-2262805,Gsk3b,5.224
CM-2262805,IGF1R,5.429
CM-2262805,IKKE,6.203
CM-2262805,JAK2,8.541
CM-2262805,JAK3,7.693
CM-2262805,JNK1,5.292
CM-2262805,Lck,5.128
CM-2262805,LTK,5.369
CM-2262805,MAP3K10,5.553
CM-2262805,MAP4K2,5.625
CM-2262805,MAP4K4,5.329
CM-2262805,MEK1,5.701
CM-2262805,Nek2,5.286
CM-2262805,PAK4KD,5.358
CM-2262805,PDGFRB,6.258
CM-2262805,Pim1,5.253
CM-2262805,PKA,6.084
CM-2262805,PKCtheta,6.405
CM-2262805,PKG1A,5.398
CM-2262805,Plk3,5.432
CM-2262805,RET,6.058
CM-2262805,Rsk2,5.35
CM-2262805,TAOK2,5.398
CM-2262805,TBK1,5.461
CM-2262805,TNK2,5.708
CM-2262805,Wee1,5.301
CM-2262805,Zipk,6.189
CM-2262805,BRAF,5.602
CM-2262805,MAP2K3,5.394
CM-2262805,Rock1,6.333
CM-2262805,STK16,5.963
CM-2263283,Abl,5.502
CM-2263283,ACVR1,5.329
CM-2263283,Akt1,5.39
CM-2263283,ALK,5.321
CM-2263283,Aurora1,6.662
CM-2263283,Aurora2,6.28
CM-2263283,BTK,5.228
CM-2263283,CAMK1D,6.754
CM-2263283,CAMK2A,6.427
CM-2263283,CAMKK2,5.305
CM-2263283,CDK8/Cyclin C,5.364
CM-2263283,Ck1alpha1,5.338
CM-2263283,CLK2,5.699
CM-2263283,DDR1,5.283
CM-2263283,Dyrk1A,5.291
CM-2263283,EGFR,5.348
CM-2263283,Erk2,5.273
CM-2263283,FAK,5.3
CM-2263283,Flt1,5.686
CM-2263283,Fyn,5.253
CM-2263283,Gsk3b,5.224
CM-2263283,IGF1R,5.429
CM-2263283,IKKE,6.005
CM-2263283,JAK2,8.572
CM-2263283,JAK3,8.26
CM-2263283,JNK1,5.292
CM-2263283,Lck,5.348
CM-2263283,LTK,5.369
CM-2263283,MAP3K10,5.842
CM-2263283,MAP4K2,5.706
CM-2263283,MAP4K4,5.329
CM-2263283,MEK1,6.354
CM-2263283,Nek2,5.286
CM-2263283,PAK4KD,5.358
CM-2263283,PDGFRB,5.955
CM-2263283,Pim1,5.253
CM-2263283,PKA,5.311
CM-2263283,PKCtheta,6.613
CM-2263283,Plk3,5.432
CM-2263283,Prkcn,5.559
CM-2263283,RET,6.147
CM-2263283,Rsk2,5.489
CM-2263283,TAOK2,5.398
CM-2263283,TBK1,5.719
CM-2263283,TNK2,6.15
CM-2263283,TrkC,5.333
CM-2263283,Wee1,5.301
CM-2263283,Zipk,6.219
CM-2263283,MAP2K3,5.394
CM-2263283,Rock1,6.569
CM-2263283,STK16,5.688
CM-2268072,Abl,5.502
CM-2268072,ACVR1,5.329
CM-2268072,Akt1,5.39
CM-2268072,ALK,5.321
CM-2268072,Aurora1,5.259
CM-2268072,Aurora2,5.303
CM-2268072,BTK,5.228
CM-2268072,CAMK1D,5.261
CM-2268072,CAMK2A,5.44
CM-2268072,CAMKK2,5.305
CM-2268072,CDK8/Cyclin C,5.301
CM-2268072,CDK9/Cyclin K,5.312
CM-2268072,Ck1alpha1,5.338
CM-2268072,CLK2,5.333
CM-2268072,CSF1R,5.357
CM-2268072,DDR1,5.283
CM-2268072,Dyrk1A,5.291
CM-2268072,EGFR,5.348
CM-2268072,Erk2,5.273
CM-2268072,FAK,5.271
CM-2268072,Flt1,5.272
CM-2268072,Fyn,5.253
CM-2268072,GRK5,5.252
CM-2268072,Gsk3b,5.224
CM-2268072,IGF1R,5.429
CM-2268072,IKKE,5.325
CM-2268072,JAK2,5.434
CM-2268072,JNK1,5.292
CM-2268072,Lck,5.128
CM-2268072,LTK,5.369
CM-2268072,MAP3K10,5.257
CM-2268072,MAP4K2,5.625
CM-2268072,MEK1,5.316
CM-2268072,Nek2,5.286
CM-2268072,PAK4KD,5.358
CM-2268072,PDGFRB,5.569
CM-2268072,Pim1,5.253
CM-2268072,PKA,5.311
CM-2268072,PKCtheta,5.413
CM-2268072,Plk3,5.432
CM-2268072,Prkcn,5.559
CM-2268072,RET,5.337
CM-2268072,Rsk2,5.333
CM-2268072,TAOK2,5.398
CM-2268072,TBK1,5.391
CM-2268072,TNK2,5.413
CM-2268072,TrkC,5.333
CM-2268072,Wee1,5.301
CM-2268072,Zipk,5.243
CM-2268072,MAP2K3,5.394
CM-2268072,Rock1,5.336
CM-2268072,SGK1,5.287
CM-2268072,STK16,5.337
CM-2268139,Abl,5.502
CM-2268139,ACVR1,5.329
CM-2268139,Akt1,5.39
CM-2268139,ALK,5.321
CM-2268139,Aurora1,5.259
CM-2268139,Aurora2,5.303
CM-2268139,BTK,5.228
CM-2268139,CAMK1D,5.261
CM-2268139,CAMK2A,5.44
CM-2268139,CAMKK2,5.305
CM-2268139,CDK8/Cyclin C,5.301
CM-2268139,CDK9/Cyclin K,5.312
CM-2268139,Ck1alpha1,5.338
CM-2268139,CLK2,5.538
CM-2268139,CSF1R,5.421
CM-2268139,DDR1,5.283
CM-2268139,Dyrk1A,5.291
CM-2268139,EGFR,5.348
CM-2268139,Erk2,5.273
CM-2268139,FAK,5.271
CM-2268139,Flt1,5.272
CM-2268139,Fyn,5.253
CM-2268139,GRK5,5.252
CM-2268139,Gsk3b,5.224
CM-2268139,IGF1R,5.429
CM-2268139,IKKE,5.325
CM-2268139,JAK2,5.338
CM-2268139,JNK1,5.292
CM-2268139,Lck,5.128
CM-2268139,LTK,5.369
CM-2268139,MAP3K10,5.257
CM-2268139,MAP4K2,5.625
CM-2268139,MEK1,5.316
CM-2268139,Nek2,5.286
CM-2268139,PAK4KD,5.358
CM-2268139,PDGFRB,6.255
CM-2268139,Pim1,5.253
CM-2268139,PKA,5.311
CM-2268139,PKCtheta,5.799
CM-2268139,Plk3,6.162
CM-2268139,Prkcn,5.559
CM-2268139,RET,5.337
CM-2268139,Rsk2,5.333
CM-2268139,TAOK2,5.398
CM-2268139,TBK1,5.391
CM-2268139,TNK2,5.413
CM-2268139,TrkC,5.333
CM-2268139,Wee1,5.301
CM-2268139,Zipk,5.441
CM-2268139,MAP2K3,5.394
CM-2268139,Rock1,5.336
CM-2268139,SGK1,5.287
CM-2268139,STK16,5.337
CM-2268740,Abl,5.502
CM-2268740,ACVR1,5.329
CM-2268740,ALK,5.321
CM-2268740,Aurora1,5.259
CM-2268740,Aurora2,5.303
CM-2268740,BTK,5.228
CM-2268740,CAMK1D,6.801
CM-2268740,CAMK2A,5.928
CM-2268740,CAMKK2,5.305
CM-2268740,CDK8/Cyclin C,5.301
CM-2268740,CDK9/Cyclin K,5.312
CM-2268740,Ck1alpha1,5.338
CM-2268740,CLK2,5.333
CM-2268740,CSF1R,6.524
CM-2268740,DDR1,5.283
CM-2268740,Dyrk1A,5.291
CM-2268740,EGFR,5.348
CM-2268740,Erk2,5.273
CM-2268740,FAK,5.271
CM-2268740,Flt1,5.272
CM-2268740,Fyn,5.253
CM-2268740,Gsk3b,5.224
CM-2268740,IGF1R,5.429
CM-2268740,IKKE,5.325
CM-2268740,JAK2,8.067
CM-2268740,JAK3,7.055
CM-2268740,JNK1,5.292
CM-2268740,Lck,5.128
CM-2268740,LTK,5.369
CM-2268740,MAP3K10,5.257
CM-2268740,MAP4K2,5.625
CM-2268740,Nek2,5.286
CM-2268740,PAK4KD,5.358
CM-2268740,PDGFRB,5.585
CM-2268740,Pim1,5.253
CM-2268740,PKA,5.311
CM-2268740,PKCtheta,6.356
CM-2268740,PKG1A,5.398
CM-2268740,Plk3,5.432
CM-2268740,Prkcn,5.559
CM-2268740,RET,5.857
CM-2268740,Rsk2,5.333
CM-2268740,TAOK2,5.398
CM-2268740,TBK1,5.391
CM-2268740,TNK2,5.742
CM-2268740,TrkC,5.333
CM-2268740,Wee1,5.301
CM-2268740,Zipk,6.432
CM-2268740,MAP2K3,5.394
CM-2268740,Rock1,6.121
CM-2268740,SGK1,5.287
CM-2268740,STK16,6.186
CM-2270785,Abl,5.502
CM-2270785,ACVR1,5.329
CM-2270785,Akt1,5.39
CM-2270785,ALK,5.321
CM-2270785,Aurora1,5.943
CM-2270785,Aurora2,6.043
CM-2270785,BTK,5.228
CM-2270785,CAMK1D,5.866
CM-2270785,CAMK2A,5.44
CM-2270785,CAMKK2,5.305
CM-2270785,CDK8/Cyclin C,5.695
CM-2270785,Ck1alpha1,5.338
CM-2270785,CLK2,5.333
CM-2270785,DDR1,5.283
CM-2270785,Dyrk1A,5.291
CM-2270785,EGFR,5.348
CM-2270785,Erk2,5.273
CM-2270785,FAK,5.271
CM-2270785,Flt1,6.034
CM-2270785,Fyn,5.253
CM-2270785,GRK5,5.252
CM-2270785,Gsk3b,5.224
CM-2270785,IGF1R,5.429
CM-2270785,IKKE,5.325
CM-2270785,JAK2,7.488
CM-2270785,JNK1,5.511
CM-2270785,Lck,5.128
CM-2270785,LTK,5.369
CM-2270785,MAP3K10,5.257
CM-2270785,MAP4K2,5.625
CM-2270785,MAP4K4,5.329
CM-2270785,MEK1,6.417
CM-2270785,Nek2,5.286
CM-2270785,PAK4KD,5.358
CM-2270785,PDGFRB,6.394
CM-2270785,Pim1,5.253
CM-2270785,PKA,5.311
CM-2270785,PKCtheta,5.487
CM-2270785,Plk3,5.432
CM-2270785,Prkcn,5.559
CM-2270785,RET,5.971
CM-2270785,Rsk2,5.474
CM-2270785,TAOK2,5.398
CM-2270785,TBK1,5.391
CM-2270785,TNK2,6.304
CM-2270785,TrkC,5.333
CM-2270785,Wee1,5.301
CM-2270785,Zipk,6.678
CM-2270785,BRAF,5.602
CM-2270785,MAP2K3,5.394
CM-2270785,Rock1,5.921
CM-2270785,STK16,5.337
CM-2270826,Abl,5.502
CM-2270826,ACVR1,5.329
CM-2270826,Akt1,5.607
CM-2270826,ALK,5.321
CM-2270826,Aurora1,6.114
CM-2270826,Aurora2,5.358
CM-2270826,BTK,5.228
CM-2270826,CAMK1D,6.947
CM-2270826,CAMK2A,6.21
CM-2270826,CAMKK2,5.305
CM-2270826,CDK8/Cyclin C,5.301
CM-2270826,Ck1alpha1,5.338
CM-2270826,CLK2,5.539
CM-2270826,DDR1,5.283
CM-2270826,EGFR,5.348
CM-2270826,Erk2,5.273
CM-2270826,FAK,5.271
CM-2270826,Flt1,5.343
CM-2270826,Fyn,5.253
CM-2270826,GRK5,5.441
CM-2270826,Gsk3b,5.839
CM-2270826,IGF1R,5.429
CM-2270826,IKKE,6.133
CM-2270826,JAK2,8.631
CM-2270826,JAK3,8.845
CM-2270826,JNK1,5.292
CM-2270826,Lck,5.128
CM-2270826,LTK,5.369
CM-2270826,MAP3K10,5.609
CM-2270826,MAP4K2,5.757
CM-2270826,MAP4K4,5.703
CM-2270826,MEK1,5.57
CM-2270826,Nek2,5.286
CM-2270826,PAK4KD,5.358
CM-2270826,PDGFRB,5.947
CM-2270826,Pim1,5.253
CM-2270826,PKA,6.215
CM-2270826,PKCtheta,6.631
CM-2270826,Plk3,5.432
CM-2270826,Rsk2,5.361
CM-2270826,TAOK2,5.398
CM-2270826,TBK1,5.939
CM-2270826,TNK2,6.156
CM-2270826,TrkC,5.333
CM-2270826,Wee1,5.301
CM-2270826,Zipk,6.609
CM-2270826,BRAF,5.602
CM-2270826,MAP2K3,5.394
CM-2270826,Rock1,6.754
CM-2270826,STK16,5.947
CM-2270827,Abl,5.896
CM-2270827,ACVR1,5.429
CM-2270827,Akt1,6.309
CM-2270827,ALK,5.321
CM-2270827,Aurora1,6.057
CM-2270827,Aurora2,5.777
CM-2270827,BTK,5.228
CM-2270827,CAMK1D,7.46
CM-2270827,CAMK2A,6.873
CM-2270827,CAMKK2,5.788
CM-2270827,CDK8/Cyclin C,5.745
CM-2270827,Ck1alpha1,5.338
CM-2270827,CLK2,6.212
CM-2270827,DDR1,5.283
CM-2270827,EGFR,5.348
CM-2270827,Erk2,5.273
CM-2270827,FAK,5.271
CM-2270827,Flt1,6.239
CM-2270827,Fyn,5.507
CM-2270827,GRK5,6.227
CM-2270827,Gsk3b,5.975
CM-2270827,IGF1R,5.429
CM-2270827,IKKE,6.469
CM-2270827,JAK2,9.076
CM-2270827,JAK3,8.943
CM-2270827,JNK1,5.292
CM-2270827,Lck,5.128
CM-2270827,LTK,6.32
CM-2270827,MAP3K10,6.316
CM-2270827,MAP4K2,6.587
CM-2270827,MAP4K4,5.833
CM-2270827,MEK1,6.105
CM-2270827,Nek2,5.286
CM-2270827,PAK4KD,5.646
CM-2270827,PDGFRB,6.509
CM-2270827,Pim1,5.253
CM-2270827,PKA,6.137
CM-2270827,PKCtheta,7.135
CM-2270827,Plk3,5.432
CM-2270827,Rsk2,5.959
CM-2270827,TAOK2,5.807
CM-2270827,TBK1,6.411
CM-2270827,TNK2,6.359
CM-2270827,TrkC,5.526
CM-2270827,Wee1,5.301
CM-2270827,Zipk,7.532
CM-2270827,BRAF,5.602
CM-2270827,MAP2K3,5.394
CM-2270827,Rock1,7.184
CM-2270827,STK16,6.308
CM-2271182,Abl,5.502
CM-2271182,ACVR1,5.329
CM-2271182,Akt1,5.39
CM-2271182,ALK,5.321
CM-2271182,Aurora1,5.827
CM-2271182,Aurora2,5.889
CM-2271182,BTK,5.228
CM-2271182,CAMK1D,6.263
CM-2271182,CAMK2A,6.107
CM-2271182,CAMKK2,5.305
CM-2271182,CDK8/Cyclin C,5.301
CM-2271182,Ck1alpha1,5.338
CM-2271182,CLK2,5.333
CM-2271182,CSF1R,6.243
CM-2271182,DDR1,5.283
CM-2271182,Dyrk1A,5.291
CM-2271182,EGFR,5.348
CM-2271182,Erk2,5.273
CM-2271182,FAK,5.271
CM-2271182,Flt1,6.052
CM-2271182,Fyn,5.253
CM-2271182,GRK5,5.252
CM-2271182,Gsk3b,5.224
CM-2271182,IGF1R,5.429
CM-2271182,IKKE,5.325
CM-2271182,JAK2,6.851
CM-2271182,JAK3,5.717
CM-2271182,JNK1,5.292
CM-2271182,Lck,5.128
CM-2271182,LTK,5.369
CM-2271182,MAP3K10,5.257
CM-2271182,MAP4K2,5.625
CM-2271182,MEK1,5.848
CM-2271182,Nek2,5.286
CM-2271182,PAK4KD,6.051
CM-2271182,PDGFRB,6.489
CM-2271182,Pim1,5.253
CM-2271182,PKA,5.311
CM-2271182,PKCtheta,5.413
CM-2271182,PKG1A,5.398
CM-2271182,Plk3,5.432
CM-2271182,Prkcn,5.921
CM-2271182,RET,6.089
CM-2271182,Rsk2,5.742
CM-2271182,TAOK2,5.398
CM-2271182,TBK1,5.391
CM-2271182,TNK2,5.532
CM-2271182,TrkC,5.333
CM-2271182,Wee1,5.301
CM-2271182,Zipk,6.44
CM-2271182,MAP2K3,5.394
CM-2271182,Rock1,6.243
CM-2271182,SGK1,6.272
CM-2271182,STK16,5.337
CM-2271467,Abl,5.502
CM-2271467,ACVR1,5.658
CM-2271467,Akt1,6.11
CM-2271467,ALK,5.321
CM-2271467,Aurora1,6.622
CM-2271467,Aurora2,6.455
CM-2271467,BTK,5.228
CM-2271467,CAMK1D,7.238
CM-2271467,CAMK2A,6.724
CM-2271467,CAMKK2,5.305
CM-2271467,CDK8/Cyclin C,5.301
CM-2271467,Ck1alpha1,5.338
CM-2271467,CLK2,6.323
CM-2271467,DDR1,5.474
CM-2271467,Dyrk1A,5.291
CM-2271467,EGFR,5.348
CM-2271467,Erk2,5.273
CM-2271467,FAK,5.271
CM-2271467,Flt1,5.714
CM-2271467,Fyn,5.253
CM-2271467,GRK5,6.309
CM-2271467,Gsk3b,5.644
CM-2271467,IGF1R,5.429
CM-2271467,IKKE,6.529
CM-2271467,JAK2,8.91
CM-2271467,JAK3,9.267
CM-2271467,JNK1,5.292
CM-2271467,Lck,5.128
CM-2271467,LTK,6.345
CM-2271467,MAP3K10,6.162
CM-2271467,MAP4K2,6.418
CM-2271467,MAP4K4,6.312
CM-2271467,MEK1,6.273
CM-2271467,Nek2,5.286
CM-2271467,PAK4KD,5.821
CM-2271467,PDGFRB,6.697
CM-2271467,Pim1,5.253
CM-2271467,PKA,6.381
CM-2271467,PKCtheta,7.186
CM-2271467,Plk3,5.432
CM-2271467,RET,7.223
CM-2271467,Rsk2,6.058
CM-2271467,TAOK2,5.721
CM-2271467,TBK1,8.299
CM-2271467,TNK2,6.146
CM-2271467,TrkC,6.25
CM-2271467,Wee1,5.301
CM-2271467,Zipk,7.04
CM-2271467,MAP2K3,5.394
CM-2271467,Rock1,7.116
CM-2271467,STK16,6.588
CM-2271718,Abl,5.502
CM-2271718,ACVR1,5.329
CM-2271718,Akt1,5.39
CM-2271718,ALK,5.321
CM-2271718,Aurora1,6.092
CM-2271718,Aurora2,5.445
CM-2271718,BTK,5.228
CM-2271718,CAMK1D,6.18
CM-2271718,CAMK2A,5.575
CM-2271718,CAMKK2,5.305
CM-2271718,CDK8/Cyclin C,5.301
CM-2271718,Ck1alpha1,5.338
CM-2271718,CLK2,5.333
CM-2271718,CSF1R,6.188
CM-2271718,DDR1,5.283
CM-2271718,Dyrk1A,5.291
CM-2271718,EGFR,5.348
CM-2271718,Erk2,5.273
CM-2271718,FAK,5.271
CM-2271718,Flt1,6.217
CM-2271718,Fyn,5.253
CM-2271718,GRK5,5.252
CM-2271718,Gsk3b,7.137
CM-2271718,IGF1R,5.429
CM-2271718,IKKE,5.325
CM-2271718,JAK2,7.317
CM-2271718,JAK3,6.317
CM-2271718,JNK1,5.292
CM-2271718,Lck,5.128
CM-2271718,LTK,5.369
CM-2271718,MAP3K10,5.27
CM-2271718,MAP4K2,5.625
CM-2271718,MEK1,6.237
CM-2271718,Nek2,5.286
CM-2271718,PAK4KD,5.556
CM-2271718,PDGFRB,6.554
CM-2271718,Pim1,5.253
CM-2271718,PKA,5.311
CM-2271718,PKCtheta,6.034
CM-2271718,PKG1A,5.398
CM-2271718,Plk3,5.432
CM-2271718,Prkcn,5.863
CM-2271718,RET,6.339
CM-2271718,Rsk2,5.932
CM-2271718,TAOK2,5.398
CM-2271718,TBK1,5.391
CM-2271718,TNK2,6.371
CM-2271718,TrkC,5.333
CM-2271718,Wee1,5.301
CM-2271718,Zipk,6.321
CM-2271718,MAP2K3,5.394
CM-2271718,Rock1,6.233
CM-2271718,SGK1,6.243
CM-2271718,STK16,5.337
CM-2273265,Abl,6.162
CM-2273265,ACVR1,5.329
CM-2273265,Akt1,5.39
CM-2273265,ALK,5.321
CM-2273265,Aurora1,6.457
CM-2273265,Aurora2,6.278
CM-2273265,BTK,5.228
CM-2273265,CAMK1D,6.959
CM-2273265,CAMK2A,6.296
CM-2273265,CAMKK2,5.31
CM-2273265,CDK8/Cyclin C,5.903
CM-2273265,Ck1alpha1,5.338
CM-2273265,CLK2,6.231
CM-2273265,DDR1,5.293
CM-2273265,EGFR,5.348
CM-2273265,Erk2,5.273
CM-2273265,FAK,5.271
CM-2273265,Flt1,6.148
CM-2273265,Fyn,5.253
CM-2273265,GRK5,5.252
CM-2273265,Gsk3b,5.224
CM-2273265,IGF1R,5.429
CM-2273265,IKKE,6.245
CM-2273265,JAK2,8.53
CM-2273265,JAK3,7.573
CM-2273265,JNK1,5.53
CM-2273265,Lck,5.128
CM-2273265,LTK,5.369
CM-2273265,MAP3K10,6.219
CM-2273265,MAP4K2,6.16
CM-2273265,MAP4K4,5.553
CM-2273265,MEK1,6.759
CM-2273265,Nek2,5.286
CM-2273265,PAK4KD,5.358
CM-2273265,PDGFRB,6.839
CM-2273265,Pim1,5.253
CM-2273265,PKA,5.959
CM-2273265,PKCtheta,6.51
CM-2273265,PKG1A,5.399
CM-2273265,Plk3,5.432
CM-2273265,Prkcn,5.559
CM-2273265,RET,6.701
CM-2273265,Rsk2,5.74
CM-2273265,TAOK2,5.398
CM-2273265,TBK1,5.625
CM-2273265,TNK2,6.648
CM-2273265,TrkC,5.333
CM-2273265,Wee1,5.301
CM-2273265,Zipk,6.767
CM-2273265,MAP2K3,5.394
CM-2273265,Rock1,6.519
CM-2273265,STK16,6.536
CM-2273519,Abl,5.502
CM-2273519,ACVR1,5.329
CM-2273519,Akt1,5.39
CM-2273519,ALK,5.321
CM-2273519,Aurora1,6.461
CM-2273519,Aurora2,5.921
CM-2273519,BTK,5.228
CM-2273519,CAMK1D,6.812
CM-2273519,CAMK2A,6.103
CM-2273519,CAMKK2,5.305
CM-2273519,CDK8/Cyclin C,5.886
CM-2273519,Ck1alpha1,5.338
CM-2273519,CLK2,5.333
CM-2273519,DDR1,5.283
CM-2273519,EGFR,5.348
CM-2273519,Erk2,5.273
CM-2273519,FAK,5.271
CM-2273519,Flt1,6.218
CM-2273519,Fyn,5.253
CM-2273519,GRK5,5.252
CM-2273519,Gsk3b,5.224
CM-2273519,IGF1R,5.429
CM-2273519,IKKE,6.307
CM-2273519,JAK2,8.327
CM-2273519,JAK3,7.516
CM-2273519,JNK1,5.86
CM-2273519,Lck,5.128
CM-2273519,LTK,5.369
CM-2273519,MAP3K10,6.043
CM-2273519,MAP4K2,6.038
CM-2273519,MAP4K4,5.343
CM-2273519,MEK1,6.74
CM-2273519,Nek2,5.286
CM-2273519,PAK4KD,5.358
CM-2273519,PDGFRB,6.483
CM-2273519,Pim1,5.253
CM-2273519,PKA,5.416
CM-2273519,PKCtheta,6.597
CM-2273519,PKG1A,5.398
CM-2273519,Plk3,5.432
CM-2273519,Prkcn,5.559
CM-2273519,RET,6.699
CM-2273519,Rsk2,6.002
CM-2273519,TAOK2,5.398
CM-2273519,TBK1,5.959
CM-2273519,TNK2,6.547
CM-2273519,TrkC,5.333
CM-2273519,Wee1,5.301
CM-2273519,Zipk,6.541
CM-2273519,MAP2K3,5.394
CM-2273519,Rock1,6.337
CM-2273519,STK16,6.394
CM-2273690,Abl,5.502
CM-2273690,ACVR1,5.607
CM-2273690,ALK,5.321
CM-2273690,Aurora1,5.259
CM-2273690,Aurora2,5.606
CM-2273690,BTK,5.228
CM-2273690,CAMK1D,6.747
CM-2273690,CAMK2A,6.453
CM-2273690,CAMKK2,5.676
CM-2273690,CDK8/Cyclin C,6.044
CM-2273690,CDK9/Cyclin K,5.312
CM-2273690,Ck1alpha1,5.338
CM-2273690,CLK2,6.11
CM-2273690,CSF1R,6.105
CM-2273690,DDR1,5.283
CM-2273690,Dyrk1A,5.291
CM-2273690,EGFR,5.348
CM-2273690,Erk2,5.273
CM-2273690,FAK,5.271
CM-2273690,Flt1,5.272
CM-2273690,Fyn,5.253
CM-2273690,Gsk3b,5.441
CM-2273690,IGF1R,5.429
CM-2273690,IKKE,5.699
CM-2273690,JAK2,8.943
CM-2273690,JAK3,8.492
CM-2273690,JNK1,5.292
CM-2273690,Lck,5.128
CM-2273690,LTK,5.369
CM-2273690,MAP3K10,5.257
CM-2273690,MAP4K2,5.625
CM-2273690,Nek2,5.286
CM-2273690,PAK4KD,5.526
CM-2273690,PDGFRB,6.064
CM-2273690,Pim1,5.253
CM-2273690,PKA,5.417
CM-2273690,PKCtheta,5.955
CM-2273690,PKG1A,5.398
CM-2273690,Plk3,5.432
CM-2273690,Prkcn,5.559
CM-2273690,RET,6.498
CM-2273690,Rsk2,5.333
CM-2273690,TAOK2,5.656
CM-2273690,TBK1,5.391
CM-2273690,TNK2,6.07
CM-2273690,TrkC,5.866
CM-2273690,Wee1,5.301
CM-2273690,Zipk,6.762
CM-2273690,MAP2K3,5.394
CM-2273690,Rock1,6.029
CM-2273690,SGK1,5.287
CM-2273690,STK16,5.845
CM-2277329,Abl,5.502
CM-2277329,ACVR1,5.329
CM-2277329,Akt1,5.39
CM-2277329,ALK,5.321
CM-2277329,Aurora1,6.697
CM-2277329,Aurora2,5.979
CM-2277329,BTK,5.228
CM-2277329,CAMK1D,6.678
CM-2277329,CAMK2A,6.424
CM-2277329,CAMKK2,5.305
CM-2277329,CDK8/Cyclin C,5.627
CM-2277329,Ck1alpha1,5.338
CM-2277329,CLK2,5.487
CM-2277329,DDR1,5.283
CM-2277329,Dyrk1A,5.291
CM-2277329,EGFR,5.348
CM-2277329,Erk2,5.273
CM-2277329,FAK,5.271
CM-2277329,Flt1,5.991
CM-2277329,Fyn,5.253
CM-2277329,Gsk3b,5.224
CM-2277329,IGF1R,5.429
CM-2277329,IKKE,6.652
CM-2277329,JAK2,8.44
CM-2277329,JAK3,7.917
CM-2277329,JNK1,6.216
CM-2277329,Lck,5.128
CM-2277329,LTK,5.411
CM-2277329,MAP3K10,5.928
CM-2277329,MAP4K2,6.383
CM-2277329,MAP4K4,5.329
CM-2277329,MEK1,6.712
CM-2277329,Nek2,5.286
CM-2277329,PAK4KD,5.611
CM-2277329,PDGFRB,6.514
CM-2277329,Pim1,5.253
CM-2277329,PKA,5.64
CM-2277329,PKCtheta,6.19
CM-2277329,Plk3,5.432
CM-2277329,Prkcn,5.559
CM-2277329,RET,7.084
CM-2277329,Rsk2,5.928
CM-2277329,TAOK2,5.398
CM-2277329,TBK1,6.018
CM-2277329,TNK2,6.349
CM-2277329,TrkC,5.378
CM-2277329,Wee1,5.301
CM-2277329,Zipk,7.358
CM-2277329,MAP2K3,5.394
CM-2277329,Rock1,6.585
CM-2277329,STK16,6.439
CM-2279479,Abl,5.502
CM-2279479,ACVR1,5.329
CM-2279479,Akt1,5.39
CM-2279479,ALK,5.321
CM-2279479,Aurora1,5.259
CM-2279479,Aurora2,5.451
CM-2279479,BTK,5.228
CM-2279479,CAMK1D,6.238
CM-2279479,CAMK2A,5.44
CM-2279479,CAMKK2,5.305
CM-2279479,CDK8/Cyclin C,5.301
CM-2279479,Ck1alpha1,5.338
CM-2279479,CLK2,5.333
CM-2279479,DDR1,5.283
CM-2279479,EGFR,5.348
CM-2279479,Erk2,5.273
CM-2279479,FAK,5.271
CM-2279479,Flt1,5.272
CM-2279479,Fyn,5.253
CM-2279479,GRK5,5.252
CM-2279479,Gsk3b,5.674
CM-2279479,IGF1R,5.429
CM-2279479,IKKE,5.693
CM-2279479,JAK2,7.682
CM-2279479,JAK3,7.854
CM-2279479,JNK1,5.292
CM-2279479,Lck,5.128
CM-2279479,LTK,5.369
CM-2279479,MAP3K10,5.947
CM-2279479,MAP4K2,5.629
CM-2279479,MAP4K4,5.329
CM-2279479,MEK1,5.419
CM-2279479,Nek2,5.286
CM-2279479,PAK4KD,5.358
CM-2279479,PDGFRB,6.542
CM-2279479,Pim1,5.253
CM-2279479,PKA,5.311
CM-2279479,PKCtheta,6.385
CM-2279479,PKG1A,5.398
CM-2279479,Plk3,5.432
CM-2279479,Prkcn,5.559
CM-2279479,RET,5.788
CM-2279479,Rsk2,5.333
CM-2279479,TAOK2,5.398
CM-2279479,TBK1,5.762
CM-2279479,TNK2,5.703
CM-2279479,TrkC,5.333
CM-2279479,Wee1,5.301
CM-2279479,Zipk,5.578
CM-2279479,MAP2K3,5.394
CM-2279479,Rock1,5.726
CM-2279479,STK16,5.703
CM-2280886,Abl,5.79
CM-2280886,ACVR1,5.329
CM-2280886,Akt1,5.582
CM-2280886,ALK,5.321
CM-2280886,Aurora1,7.133
